assembly,seed,clusterer,seqtype,combo,n_original_genes,n_genes_kept,n_genes_deleted,deleted_pct
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,mmseqs2,nt,mmseqs2/nt,4485,4485,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,panx,aa,panx/aa,5114,5081,33,0.6452874462260462
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,cdhit,aa,cdhit/aa,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,diamond,aa,diamond/aa,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.1,nt,connected_components_t0.1/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.2,nt,connected_components_t0.2/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.3,nt,connected_components_t0.3/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.4,nt,connected_components_t0.4/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.5,nt,connected_components_t0.5/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.6,nt,connected_components_t0.6/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.7,nt,connected_components_t0.7/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_dist,nt,hdbscan_dist/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_tsne,nt,hdbscan_tsne/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_umap,nt,hdbscan_umap/nt,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,ppanggolin,aa,ppanggolin/aa,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,panaroo,aa,panaroo/aa,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,mmseqs2,aa,mmseqs2/aa,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,panta,aa,panta/aa,5114,5070,44,0.8603832616347282
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.1,aa,connected_components_t0.1/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.2,aa,connected_components_t0.2/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.3,aa,connected_components_t0.3/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.4,aa,connected_components_t0.4/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.5,aa,connected_components_t0.5/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.6,aa,connected_components_t0.6/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,connected_components_t0.7,aa,connected_components_t0.7/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_dist,aa,hdbscan_dist/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_tsne,aa,hdbscan_tsne/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_umap,aa,hdbscan_umap/aa,5114,5975,-861,-16.836136096988657
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,cdhit,nt,cdhit/nt,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,mmseqs2,nt,mmseqs2/nt,5114,5114,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,panx,aa,panx/aa,5351,5330,21,0.39245000934404783
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,cdhit,aa,cdhit/aa,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,diamond,aa,diamond/aa,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.1,nt,connected_components_t0.1/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.2,nt,connected_components_t0.2/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.3,nt,connected_components_t0.3/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.4,nt,connected_components_t0.4/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.5,nt,connected_components_t0.5/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.6,nt,connected_components_t0.6/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.7,nt,connected_components_t0.7/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_dist,nt,hdbscan_dist/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_tsne,nt,hdbscan_tsne/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_umap,nt,hdbscan_umap/nt,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,ppanggolin,aa,ppanggolin/aa,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,panaroo,aa,panaroo/aa,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,mmseqs2,aa,mmseqs2/aa,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,panta,aa,panta/aa,5351,5319,32,0.5980190618575967
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.1,aa,connected_components_t0.1/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.2,aa,connected_components_t0.2/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.3,aa,connected_components_t0.3/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.4,aa,connected_components_t0.4/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.5,aa,connected_components_t0.5/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.6,aa,connected_components_t0.6/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,connected_components_t0.7,aa,connected_components_t0.7/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_dist,aa,hdbscan_dist/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_tsne,aa,hdbscan_tsne/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_umap,aa,hdbscan_umap/aa,5351,6031,-680,-12.707905064473929
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,cdhit,nt,cdhit/nt,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,mmseqs2,nt,mmseqs2/nt,5351,5351,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,panx,aa,panx/aa,4977,4916,61,1.2256379344986938
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,cdhit,aa,cdhit/aa,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,diamond,aa,diamond/aa,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.1,nt,connected_components_t0.1/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.2,nt,connected_components_t0.2/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.3,nt,connected_components_t0.3/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.4,nt,connected_components_t0.4/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.5,nt,connected_components_t0.5/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.6,nt,connected_components_t0.6/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.7,nt,connected_components_t0.7/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_dist,nt,hdbscan_dist/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_tsne,nt,hdbscan_tsne/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_umap,nt,hdbscan_umap/nt,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,ppanggolin,aa,ppanggolin/aa,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,panaroo,aa,panaroo/aa,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,mmseqs2,aa,mmseqs2/aa,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,panta,aa,panta/aa,4977,4945,32,0.6429576049829214
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.1,aa,connected_components_t0.1/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.2,aa,connected_components_t0.2/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.3,aa,connected_components_t0.3/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.4,aa,connected_components_t0.4/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.5,aa,connected_components_t0.5/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.6,aa,connected_components_t0.6/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,connected_components_t0.7,aa,connected_components_t0.7/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_dist,aa,hdbscan_dist/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_tsne,aa,hdbscan_tsne/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_umap,aa,hdbscan_umap/aa,4977,5846,-869,-17.46031746031746
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,cdhit,nt,cdhit/nt,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,mmseqs2,nt,mmseqs2/nt,4977,4977,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,cdhit,aa,cdhit/aa,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,diamond,aa,diamond/aa,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.1,nt,connected_components_t0.1/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.2,nt,connected_components_t0.2/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.3,nt,connected_components_t0.3/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.4,nt,connected_components_t0.4/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.5,nt,connected_components_t0.5/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.6,nt,connected_components_t0.6/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.7,nt,connected_components_t0.7/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_dist,nt,hdbscan_dist/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_tsne,nt,hdbscan_tsne/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_umap,nt,hdbscan_umap/nt,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,ppanggolin,aa,ppanggolin/aa,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,panaroo,aa,panaroo/aa,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,mmseqs2,aa,mmseqs2/aa,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,panta,aa,panta/aa,4726,4697,29,0.6136267456622937
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.1,aa,connected_components_t0.1/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.2,aa,connected_components_t0.2/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.3,aa,connected_components_t0.3/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.4,aa,connected_components_t0.4/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.5,aa,connected_components_t0.5/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.6,aa,connected_components_t0.6/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,connected_components_t0.7,aa,connected_components_t0.7/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_dist,aa,hdbscan_dist/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_tsne,aa,hdbscan_tsne/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_umap,aa,hdbscan_umap/aa,4726,5446,-720,-15.23487092678798
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,cdhit,nt,cdhit/nt,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,mmseqs2,nt,mmseqs2/nt,4726,4726,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,panx,aa,panx/aa,5081,5044,37,0.7282031096240897
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,cdhit,aa,cdhit/aa,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,diamond,aa,diamond/aa,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.1,nt,connected_components_t0.1/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.2,nt,connected_components_t0.2/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.3,nt,connected_components_t0.3/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.4,nt,connected_components_t0.4/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.5,nt,connected_components_t0.5/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.6,nt,connected_components_t0.6/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.7,nt,connected_components_t0.7/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,hdbscan_dist,nt,hdbscan_dist/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,hdbscan_tsne,nt,hdbscan_tsne/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,hdbscan_umap,nt,hdbscan_umap/nt,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,ppanggolin,aa,ppanggolin/aa,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,panaroo,aa,panaroo/aa,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,mmseqs2,aa,mmseqs2/aa,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,panta,aa,panta/aa,5081,5056,25,0.492029128124385
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.1,aa,connected_components_t0.1/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.2,aa,connected_components_t0.2/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.3,aa,connected_components_t0.3/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.4,aa,connected_components_t0.4/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.5,aa,connected_components_t0.5/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.6,aa,connected_components_t0.6/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,connected_components_t0.7,aa,connected_components_t0.7/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,hdbscan_dist,aa,hdbscan_dist/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,hdbscan_tsne,aa,hdbscan_tsne/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,hdbscan_umap,aa,hdbscan_umap/aa,5081,5856,-775,-15.252902971855933
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,cdhit,nt,cdhit/nt,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14928,mmseqs2,nt,mmseqs2/nt,5081,5081,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,panx,aa,panx/aa,4806,4770,36,0.7490636704119851
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,cdhit,aa,cdhit/aa,4806,4806,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,diamond,aa,diamond/aa,4806,4806,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.1,nt,connected_components_t0.1/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.2,nt,connected_components_t0.2/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.3,nt,connected_components_t0.3/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.4,nt,connected_components_t0.4/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.5,nt,connected_components_t0.5/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.6,nt,connected_components_t0.6/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.7,nt,connected_components_t0.7/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,hdbscan_dist,nt,hdbscan_dist/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,hdbscan_tsne,nt,hdbscan_tsne/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,hdbscan_umap,nt,hdbscan_umap/nt,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,ppanggolin,aa,ppanggolin/aa,4806,4806,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,panaroo,aa,panaroo/aa,4806,4806,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,4806,5646,-840,-17.478152309612984
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,mmseqs2,aa,mmseqs2/aa,4806,4806,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,panta,aa,panta/aa,4806,4779,27,0.5617977528089888
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,21708,connected_components_t0.1,aa,connected_components_t0.1/aa,4806,5646,-840,-17.478152309612984
