method,combo,cluster_rank,strains_in_cluster,total_strains
Diamond (AA),diamond/aa,29,50,50
Diamond (AA),diamond/aa,30,50,50
Diamond (AA),diamond/aa,31,50,50
Diamond (AA),diamond/aa,32,50,50
Diamond (AA),diamond/aa,33,50,50
Diamond (AA),diamond/aa,34,50,50
Diamond (AA),diamond/aa,35,50,50
Diamond (AA),diamond/aa,36,50,50
Diamond (AA),diamond/aa,37,50,50
Diamond (AA),diamond/aa,38,50,50
Diamond (AA),diamond/aa,39,50,50
Diamond (AA),diamond/aa,40,50,50
Diamond (AA),diamond/aa,41,50,50
Diamond (AA),diamond/aa,42,50,50
Diamond (AA),diamond/aa,43,50,50
Diamond (AA),diamond/aa,44,50,50
Diamond (AA),diamond/aa,45,50,50
Diamond (AA),diamond/aa,46,50,50
Diamond (AA),diamond/aa,47,50,50
Diamond (AA),diamond/aa,48,50,50
Diamond (AA),diamond/aa,49,50,50
Diamond (AA),diamond/aa,50,50,50
Diamond (AA),diamond/aa,51,50,50
Diamond (AA),diamond/aa,52,50,50
Diamond (AA),diamond/aa,53,50,50
Diamond (AA),diamond/aa,54,50,50
Diamond (AA),diamond/aa,55,50,50
Diamond (AA),diamond/aa,56,50,50
Diamond (AA),diamond/aa,57,50,50
Diamond (AA),diamond/aa,58,50,50
Diamond (AA),diamond/aa,59,50,50
Diamond (AA),diamond/aa,60,50,50
Diamond (AA),diamond/aa,61,50,50
Diamond (AA),diamond/aa,62,50,50
Diamond (AA),diamond/aa,63,50,50
Diamond (AA),diamond/aa,64,50,50
Diamond (AA),diamond/aa,65,50,50
Diamond (AA),diamond/aa,66,50,50
Diamond (AA),diamond/aa,67,50,50
Diamond (AA),diamond/aa,68,50,50
Diamond (AA),diamond/aa,69,50,50
Diamond (AA),diamond/aa,70,50,50
Diamond (AA),diamond/aa,71,50,50
Diamond (AA),diamond/aa,72,50,50
Diamond (AA),diamond/aa,73,50,50
Diamond (AA),diamond/aa,74,50,50
Diamond (AA),diamond/aa,75,50,50
Diamond (AA),diamond/aa,76,50,50
Diamond (AA),diamond/aa,77,50,50
Diamond (AA),diamond/aa,78,50,50
Diamond (AA),diamond/aa,79,50,50
Diamond (AA),diamond/aa,80,50,50
Diamond (AA),diamond/aa,81,50,50
Diamond (AA),diamond/aa,82,50,50
Diamond (AA),diamond/aa,83,50,50
Diamond (AA),diamond/aa,84,50,50
Diamond (AA),diamond/aa,85,50,50
Diamond (AA),diamond/aa,86,50,50
Diamond (AA),diamond/aa,87,50,50
Diamond (AA),diamond/aa,88,50,50
Diamond (AA),diamond/aa,89,50,50
Diamond (AA),diamond/aa,90,50,50
Diamond (AA),diamond/aa,91,50,50
Diamond (AA),diamond/aa,92,50,50
Diamond (AA),diamond/aa,93,50,50
Diamond (AA),diamond/aa,94,50,50
Diamond (AA),diamond/aa,95,50,50
Diamond (AA),diamond/aa,96,50,50
Diamond (AA),diamond/aa,97,50,50
Diamond (AA),diamond/aa,98,50,50
Diamond (AA),diamond/aa,99,50,50
Diamond (AA),diamond/aa,100,50,50
Diamond (AA),diamond/aa,101,50,50
Diamond (AA),diamond/aa,102,50,50
Diamond (AA),diamond/aa,103,50,50
Diamond (AA),diamond/aa,104,50,50
Diamond (AA),diamond/aa,105,50,50
Diamond (AA),diamond/aa,106,50,50
Diamond (AA),diamond/aa,107,50,50
Diamond (AA),diamond/aa,108,50,50
Diamond (AA),diamond/aa,109,50,50
Diamond (AA),diamond/aa,110,50,50
Diamond (AA),diamond/aa,111,50,50
Diamond (AA),diamond/aa,112,50,50
Diamond (AA),diamond/aa,113,50,50
Diamond (AA),diamond/aa,114,50,50
Diamond (AA),diamond/aa,115,50,50
Diamond (AA),diamond/aa,116,50,50
Diamond (AA),diamond/aa,117,50,50
Diamond (AA),diamond/aa,118,50,50
Diamond (AA),diamond/aa,119,50,50
Diamond (AA),diamond/aa,120,50,50
Diamond (AA),diamond/aa,121,50,50
Diamond (AA),diamond/aa,122,50,50
Diamond (AA),diamond/aa,123,50,50
Diamond (AA),diamond/aa,124,50,50
Diamond (AA),diamond/aa,125,50,50
Diamond (AA),diamond/aa,126,50,50
Diamond (AA),diamond/aa,127,50,50
Diamond (AA),diamond/aa,128,50,50
Diamond (AA),diamond/aa,129,50,50
Diamond (AA),diamond/aa,130,50,50
Diamond (AA),diamond/aa,131,50,50
Diamond (AA),diamond/aa,132,50,50
Diamond (AA),diamond/aa,133,50,50
Diamond (AA),diamond/aa,134,50,50
Diamond (AA),diamond/aa,135,50,50
Diamond (AA),diamond/aa,136,50,50
Diamond (AA),diamond/aa,137,50,50
Diamond (AA),diamond/aa,138,50,50
Diamond (AA),diamond/aa,139,50,50
Diamond (AA),diamond/aa,140,50,50
Diamond (AA),diamond/aa,141,50,50
Diamond (AA),diamond/aa,142,50,50
Diamond (AA),diamond/aa,143,50,50
Diamond (AA),diamond/aa,144,50,50
Diamond (AA),diamond/aa,145,50,50
Diamond (AA),diamond/aa,146,50,50
Diamond (AA),diamond/aa,147,50,50
Diamond (AA),diamond/aa,148,50,50
Diamond (AA),diamond/aa,149,50,50
Diamond (AA),diamond/aa,150,50,50
Diamond (AA),diamond/aa,151,50,50
Diamond (AA),diamond/aa,152,50,50
Diamond (AA),diamond/aa,153,50,50
Diamond (AA),diamond/aa,154,50,50
Diamond (AA),diamond/aa,155,50,50
Diamond (AA),diamond/aa,156,50,50
Diamond (AA),diamond/aa,157,50,50
Diamond (AA),diamond/aa,158,50,50
Diamond (AA),diamond/aa,159,50,50
Diamond (AA),diamond/aa,160,50,50
Diamond (AA),diamond/aa,161,50,50
Diamond (AA),diamond/aa,162,50,50
Diamond (AA),diamond/aa,163,50,50
Diamond (AA),diamond/aa,164,50,50
Diamond (AA),diamond/aa,165,50,50
Diamond (AA),diamond/aa,166,50,50
Diamond (AA),diamond/aa,167,50,50
Diamond (AA),diamond/aa,168,50,50
Diamond (AA),diamond/aa,169,50,50
Diamond (AA),diamond/aa,170,50,50
Diamond (AA),diamond/aa,171,50,50
Diamond (AA),diamond/aa,172,50,50
Diamond (AA),diamond/aa,173,50,50
Diamond (AA),diamond/aa,174,50,50
Diamond (AA),diamond/aa,175,50,50
Diamond (AA),diamond/aa,176,50,50
Diamond (AA),diamond/aa,177,50,50
Diamond (AA),diamond/aa,178,50,50
Diamond (AA),diamond/aa,179,50,50
Diamond (AA),diamond/aa,180,50,50
Diamond (AA),diamond/aa,181,50,50
Diamond (AA),diamond/aa,182,50,50
Diamond (AA),diamond/aa,183,50,50
Diamond (AA),diamond/aa,184,50,50
Diamond (AA),diamond/aa,185,50,50
Diamond (AA),diamond/aa,186,50,50
Diamond (AA),diamond/aa,187,50,50
Diamond (AA),diamond/aa,188,50,50
Diamond (AA),diamond/aa,189,50,50
Diamond (AA),diamond/aa,190,50,50
Diamond (AA),diamond/aa,191,50,50
Diamond (AA),diamond/aa,192,50,50
Diamond (AA),diamond/aa,193,50,50
Diamond (AA),diamond/aa,194,50,50
Diamond (AA),diamond/aa,195,50,50
Diamond (AA),diamond/aa,196,50,50
Diamond (AA),diamond/aa,197,50,50
Diamond (AA),diamond/aa,198,50,50
Diamond (AA),diamond/aa,199,50,50
Diamond (AA),diamond/aa,200,50,50
Diamond (AA),diamond/aa,201,50,50
Diamond (AA),diamond/aa,202,50,50
Diamond (AA),diamond/aa,203,50,50
Diamond (AA),diamond/aa,204,50,50
Diamond (AA),diamond/aa,205,50,50
Diamond (AA),diamond/aa,206,50,50
Diamond (AA),diamond/aa,207,50,50
Diamond (AA),diamond/aa,208,50,50
Diamond (AA),diamond/aa,209,50,50
Diamond (AA),diamond/aa,210,50,50
Diamond (AA),diamond/aa,211,50,50
Diamond (AA),diamond/aa,212,50,50
Diamond (AA),diamond/aa,213,50,50
Diamond (AA),diamond/aa,214,50,50
Diamond (AA),diamond/aa,215,50,50
Diamond (AA),diamond/aa,216,50,50
Diamond (AA),diamond/aa,217,50,50
Diamond (AA),diamond/aa,218,50,50
Diamond (AA),diamond/aa,219,50,50
Diamond (AA),diamond/aa,220,50,50
Diamond (AA),diamond/aa,221,50,50
Diamond (AA),diamond/aa,222,50,50
Diamond (AA),diamond/aa,223,50,50
Diamond (AA),diamond/aa,224,50,50
Diamond (AA),diamond/aa,225,50,50
Diamond (AA),diamond/aa,226,50,50
Diamond (AA),diamond/aa,227,50,50
Diamond (AA),diamond/aa,228,50,50
Diamond (AA),diamond/aa,229,50,50
Diamond (AA),diamond/aa,230,50,50
Diamond (AA),diamond/aa,231,50,50
Diamond (AA),diamond/aa,232,50,50
Diamond (AA),diamond/aa,233,50,50
Diamond (AA),diamond/aa,234,50,50
Diamond (AA),diamond/aa,235,50,50
Diamond (AA),diamond/aa,236,50,50
Diamond (AA),diamond/aa,237,50,50
Diamond (AA),diamond/aa,238,50,50
Diamond (AA),diamond/aa,239,50,50
Diamond (AA),diamond/aa,240,50,50
Diamond (AA),diamond/aa,241,50,50
Diamond (AA),diamond/aa,242,50,50
Diamond (AA),diamond/aa,243,50,50
Diamond (AA),diamond/aa,244,50,50
Diamond (AA),diamond/aa,245,50,50
Diamond (AA),diamond/aa,246,50,50
Diamond (AA),diamond/aa,247,50,50
Diamond (AA),diamond/aa,248,50,50
Diamond (AA),diamond/aa,249,50,50
Diamond (AA),diamond/aa,250,50,50
Diamond (AA),diamond/aa,251,50,50
Diamond (AA),diamond/aa,252,50,50
Diamond (AA),diamond/aa,253,50,50
Diamond (AA),diamond/aa,254,50,50
Diamond (AA),diamond/aa,255,50,50
Diamond (AA),diamond/aa,256,50,50
Diamond (AA),diamond/aa,257,50,50
Diamond (AA),diamond/aa,258,50,50
Diamond (AA),diamond/aa,259,50,50
Diamond (AA),diamond/aa,260,50,50
Diamond (AA),diamond/aa,261,50,50
Diamond (AA),diamond/aa,262,50,50
Diamond (AA),diamond/aa,263,50,50
Diamond (AA),diamond/aa,264,50,50
Diamond (AA),diamond/aa,265,50,50
Diamond (AA),diamond/aa,266,50,50
Diamond (AA),diamond/aa,267,50,50
Diamond (AA),diamond/aa,268,50,50
Diamond (AA),diamond/aa,269,50,50
Diamond (AA),diamond/aa,270,50,50
Diamond (AA),diamond/aa,271,50,50
Diamond (AA),diamond/aa,272,50,50
Diamond (AA),diamond/aa,273,50,50
Diamond (AA),diamond/aa,274,50,50
Diamond (AA),diamond/aa,275,50,50
Diamond (AA),diamond/aa,276,50,50
Diamond (AA),diamond/aa,277,50,50
Diamond (AA),diamond/aa,278,50,50
Diamond (AA),diamond/aa,279,50,50
Diamond (AA),diamond/aa,280,50,50
Diamond (AA),diamond/aa,281,50,50
Diamond (AA),diamond/aa,282,50,50
Diamond (AA),diamond/aa,283,50,50
Diamond (AA),diamond/aa,284,50,50
Diamond (AA),diamond/aa,285,50,50
Diamond (AA),diamond/aa,286,50,50
Diamond (AA),diamond/aa,287,50,50
Diamond (AA),diamond/aa,288,50,50
Diamond (AA),diamond/aa,289,50,50
Diamond (AA),diamond/aa,290,50,50
Diamond (AA),diamond/aa,291,50,50
Diamond (AA),diamond/aa,292,50,50
Diamond (AA),diamond/aa,293,50,50
Diamond (AA),diamond/aa,294,50,50
Diamond (AA),diamond/aa,295,50,50
Diamond (AA),diamond/aa,296,50,50
Diamond (AA),diamond/aa,297,50,50
Diamond (AA),diamond/aa,298,50,50
Diamond (AA),diamond/aa,299,50,50
Diamond (AA),diamond/aa,300,50,50
Diamond (AA),diamond/aa,301,50,50
Diamond (AA),diamond/aa,302,50,50
Diamond (AA),diamond/aa,303,50,50
Diamond (AA),diamond/aa,304,50,50
Diamond (AA),diamond/aa,305,50,50
Diamond (AA),diamond/aa,306,50,50
Diamond (AA),diamond/aa,307,50,50
Diamond (AA),diamond/aa,308,50,50
Diamond (AA),diamond/aa,309,50,50
Diamond (AA),diamond/aa,310,50,50
Diamond (AA),diamond/aa,311,50,50
Diamond (AA),diamond/aa,312,50,50
Diamond (AA),diamond/aa,313,50,50
Diamond (AA),diamond/aa,314,50,50
Diamond (AA),diamond/aa,315,50,50
Diamond (AA),diamond/aa,316,50,50
Diamond (AA),diamond/aa,317,50,50
Diamond (AA),diamond/aa,318,50,50
Diamond (AA),diamond/aa,319,50,50
Diamond (AA),diamond/aa,320,50,50
Diamond (AA),diamond/aa,321,50,50
Diamond (AA),diamond/aa,322,50,50
Diamond (AA),diamond/aa,323,50,50
Diamond (AA),diamond/aa,324,50,50
Diamond (AA),diamond/aa,325,50,50
Diamond (AA),diamond/aa,326,50,50
Diamond (AA),diamond/aa,327,50,50
Diamond (AA),diamond/aa,328,50,50
Diamond (AA),diamond/aa,329,50,50
Diamond (AA),diamond/aa,330,50,50
Diamond (AA),diamond/aa,331,50,50
Diamond (AA),diamond/aa,332,50,50
Diamond (AA),diamond/aa,333,50,50
Diamond (AA),diamond/aa,334,50,50
Diamond (AA),diamond/aa,335,50,50
Diamond (AA),diamond/aa,336,50,50
Diamond (AA),diamond/aa,337,50,50
Diamond (AA),diamond/aa,338,50,50
Diamond (AA),diamond/aa,339,50,50
Diamond (AA),diamond/aa,340,50,50
Diamond (AA),diamond/aa,341,50,50
Diamond (AA),diamond/aa,342,50,50
Diamond (AA),diamond/aa,343,50,50
Diamond (AA),diamond/aa,344,50,50
Diamond (AA),diamond/aa,345,50,50
Diamond (AA),diamond/aa,346,50,50
Diamond (AA),diamond/aa,347,50,50
Diamond (AA),diamond/aa,348,50,50
Diamond (AA),diamond/aa,349,50,50
Diamond (AA),diamond/aa,350,50,50
Diamond (AA),diamond/aa,351,50,50
Diamond (AA),diamond/aa,352,50,50
Diamond (AA),diamond/aa,353,50,50
Diamond (AA),diamond/aa,354,50,50
Diamond (AA),diamond/aa,355,50,50
Diamond (AA),diamond/aa,356,50,50
Diamond (AA),diamond/aa,357,50,50
Diamond (AA),diamond/aa,358,50,50
Diamond (AA),diamond/aa,359,50,50
Diamond (AA),diamond/aa,360,50,50
Diamond (AA),diamond/aa,361,50,50
Diamond (AA),diamond/aa,362,50,50
Diamond (AA),diamond/aa,363,50,50
Diamond (AA),diamond/aa,364,50,50
Diamond (AA),diamond/aa,365,50,50
Diamond (AA),diamond/aa,366,50,50
Diamond (AA),diamond/aa,367,50,50
Diamond (AA),diamond/aa,368,50,50
Diamond (AA),diamond/aa,369,50,50
Diamond (AA),diamond/aa,370,50,50
Diamond (AA),diamond/aa,371,50,50
Diamond (AA),diamond/aa,372,50,50
Diamond (AA),diamond/aa,373,50,50
Diamond (AA),diamond/aa,374,50,50
Diamond (AA),diamond/aa,375,50,50
Diamond (AA),diamond/aa,376,50,50
Diamond (AA),diamond/aa,377,50,50
Diamond (AA),diamond/aa,378,50,50
Diamond (AA),diamond/aa,379,50,50
Diamond (AA),diamond/aa,380,50,50
Diamond (AA),diamond/aa,381,50,50
Diamond (AA),diamond/aa,382,50,50
Diamond (AA),diamond/aa,383,50,50
Diamond (AA),diamond/aa,384,50,50
Diamond (AA),diamond/aa,385,50,50
Diamond (AA),diamond/aa,386,50,50
Diamond (AA),diamond/aa,387,50,50
Diamond (AA),diamond/aa,388,50,50
Diamond (AA),diamond/aa,389,50,50
Diamond (AA),diamond/aa,390,50,50
Diamond (AA),diamond/aa,391,50,50
Diamond (AA),diamond/aa,392,50,50
Diamond (AA),diamond/aa,393,50,50
Diamond (AA),diamond/aa,394,50,50
Diamond (AA),diamond/aa,395,50,50
Diamond (AA),diamond/aa,396,50,50
Diamond (AA),diamond/aa,397,50,50
Diamond (AA),diamond/aa,398,50,50
Diamond (AA),diamond/aa,399,50,50
Diamond (AA),diamond/aa,400,50,50
Diamond (AA),diamond/aa,401,50,50
Diamond (AA),diamond/aa,402,50,50
Diamond (AA),diamond/aa,403,50,50
Diamond (AA),diamond/aa,404,50,50
Diamond (AA),diamond/aa,405,50,50
Diamond (AA),diamond/aa,406,50,50
Diamond (AA),diamond/aa,407,50,50
Diamond (AA),diamond/aa,408,50,50
Diamond (AA),diamond/aa,409,50,50
Diamond (AA),diamond/aa,410,50,50
Diamond (AA),diamond/aa,411,50,50
Diamond (AA),diamond/aa,412,50,50
Diamond (AA),diamond/aa,413,50,50
Diamond (AA),diamond/aa,414,50,50
Diamond (AA),diamond/aa,415,50,50
Diamond (AA),diamond/aa,416,50,50
Diamond (AA),diamond/aa,417,50,50
Diamond (AA),diamond/aa,418,50,50
Diamond (AA),diamond/aa,419,50,50
Diamond (AA),diamond/aa,420,50,50
Diamond (AA),diamond/aa,421,50,50
Diamond (AA),diamond/aa,422,50,50
Diamond (AA),diamond/aa,423,50,50
Diamond (AA),diamond/aa,424,50,50
Diamond (AA),diamond/aa,425,50,50
Diamond (AA),diamond/aa,426,50,50
Diamond (AA),diamond/aa,427,50,50
Diamond (AA),diamond/aa,428,50,50
Diamond (AA),diamond/aa,429,50,50
Diamond (AA),diamond/aa,430,50,50
Diamond (AA),diamond/aa,431,50,50
Diamond (AA),diamond/aa,432,50,50
Diamond (AA),diamond/aa,433,50,50
Diamond (AA),diamond/aa,434,50,50
Diamond (AA),diamond/aa,435,50,50
Diamond (AA),diamond/aa,436,50,50
Diamond (AA),diamond/aa,437,50,50
Diamond (AA),diamond/aa,438,50,50
Diamond (AA),diamond/aa,439,50,50
Diamond (AA),diamond/aa,440,50,50
Diamond (AA),diamond/aa,441,50,50
Diamond (AA),diamond/aa,442,50,50
Diamond (AA),diamond/aa,443,50,50
Diamond (AA),diamond/aa,444,50,50
Diamond (AA),diamond/aa,445,50,50
Diamond (AA),diamond/aa,446,50,50
Diamond (AA),diamond/aa,447,50,50
Diamond (AA),diamond/aa,448,50,50
Diamond (AA),diamond/aa,449,50,50
Diamond (AA),diamond/aa,450,50,50
Diamond (AA),diamond/aa,451,50,50
Diamond (AA),diamond/aa,452,50,50
Diamond (AA),diamond/aa,453,50,50
Diamond (AA),diamond/aa,454,50,50
Diamond (AA),diamond/aa,455,50,50
Diamond (AA),diamond/aa,456,50,50
Diamond (AA),diamond/aa,457,50,50
Diamond (AA),diamond/aa,458,50,50
Diamond (AA),diamond/aa,459,50,50
Diamond (AA),diamond/aa,460,50,50
Diamond (AA),diamond/aa,461,50,50
Diamond (AA),diamond/aa,462,50,50
Diamond (AA),diamond/aa,463,50,50
Diamond (AA),diamond/aa,464,50,50
Diamond (AA),diamond/aa,465,50,50
Diamond (AA),diamond/aa,466,50,50
Diamond (AA),diamond/aa,467,50,50
Diamond (AA),diamond/aa,468,50,50
Diamond (AA),diamond/aa,469,50,50
Diamond (AA),diamond/aa,470,50,50
Diamond (AA),diamond/aa,471,50,50
Diamond (AA),diamond/aa,472,50,50
Diamond (AA),diamond/aa,473,50,50
Diamond (AA),diamond/aa,474,50,50
Diamond (AA),diamond/aa,475,50,50
Diamond (AA),diamond/aa,476,50,50
Diamond (AA),diamond/aa,477,50,50
Diamond (AA),diamond/aa,478,50,50
Diamond (AA),diamond/aa,479,50,50
Diamond (AA),diamond/aa,480,50,50
Diamond (AA),diamond/aa,481,50,50
Diamond (AA),diamond/aa,482,50,50
Diamond (AA),diamond/aa,483,50,50
Diamond (AA),diamond/aa,484,50,50
Diamond (AA),diamond/aa,485,50,50
Diamond (AA),diamond/aa,486,50,50
Diamond (AA),diamond/aa,487,50,50
Diamond (AA),diamond/aa,488,50,50
Diamond (AA),diamond/aa,489,50,50
Diamond (AA),diamond/aa,490,50,50
Diamond (AA),diamond/aa,491,50,50
Diamond (AA),diamond/aa,492,50,50
Diamond (AA),diamond/aa,493,50,50
Diamond (AA),diamond/aa,494,50,50
Diamond (AA),diamond/aa,495,50,50
Diamond (AA),diamond/aa,496,50,50
Diamond (AA),diamond/aa,497,50,50
Diamond (AA),diamond/aa,498,50,50
Diamond (AA),diamond/aa,499,50,50
Diamond (AA),diamond/aa,500,50,50
Diamond (AA),diamond/aa,501,50,50
Diamond (AA),diamond/aa,502,50,50
Diamond (AA),diamond/aa,503,50,50
Diamond (AA),diamond/aa,504,50,50
Diamond (AA),diamond/aa,505,50,50
Diamond (AA),diamond/aa,506,50,50
Diamond (AA),diamond/aa,507,50,50
Diamond (AA),diamond/aa,508,50,50
Diamond (AA),diamond/aa,509,50,50
Diamond (AA),diamond/aa,510,50,50
Diamond (AA),diamond/aa,511,50,50
Diamond (AA),diamond/aa,512,50,50
Diamond (AA),diamond/aa,513,50,50
Diamond (AA),diamond/aa,514,50,50
Diamond (AA),diamond/aa,515,50,50
Diamond (AA),diamond/aa,516,50,50
Diamond (AA),diamond/aa,517,50,50
Diamond (AA),diamond/aa,518,50,50
Diamond (AA),diamond/aa,519,50,50
Diamond (AA),diamond/aa,520,50,50
Diamond (AA),diamond/aa,521,50,50
Diamond (AA),diamond/aa,522,50,50
Diamond (AA),diamond/aa,523,50,50
Diamond (AA),diamond/aa,524,50,50
Diamond (AA),diamond/aa,525,50,50
Diamond (AA),diamond/aa,526,50,50
Diamond (AA),diamond/aa,527,50,50
Diamond (AA),diamond/aa,528,50,50
Diamond (AA),diamond/aa,529,50,50
Diamond (AA),diamond/aa,530,50,50
Diamond (AA),diamond/aa,531,50,50
Diamond (AA),diamond/aa,532,50,50
Diamond (AA),diamond/aa,533,50,50
Diamond (AA),diamond/aa,534,50,50
Diamond (AA),diamond/aa,535,50,50
Diamond (AA),diamond/aa,536,50,50
Diamond (AA),diamond/aa,537,50,50
Diamond (AA),diamond/aa,538,50,50
Diamond (AA),diamond/aa,539,50,50
Diamond (AA),diamond/aa,540,50,50
Diamond (AA),diamond/aa,541,50,50
Diamond (AA),diamond/aa,542,50,50
Diamond (AA),diamond/aa,543,50,50
Diamond (AA),diamond/aa,544,50,50
Diamond (AA),diamond/aa,545,50,50
Diamond (AA),diamond/aa,546,50,50
Diamond (AA),diamond/aa,547,50,50
Diamond (AA),diamond/aa,548,50,50
Diamond (AA),diamond/aa,549,50,50
Diamond (AA),diamond/aa,550,50,50
Diamond (AA),diamond/aa,551,50,50
Diamond (AA),diamond/aa,552,50,50
Diamond (AA),diamond/aa,553,50,50
Diamond (AA),diamond/aa,554,50,50
Diamond (AA),diamond/aa,555,50,50
Diamond (AA),diamond/aa,556,50,50
Diamond (AA),diamond/aa,557,50,50
Diamond (AA),diamond/aa,558,50,50
Diamond (AA),diamond/aa,559,50,50
Diamond (AA),diamond/aa,560,50,50
Diamond (AA),diamond/aa,561,50,50
Diamond (AA),diamond/aa,562,50,50
Diamond (AA),diamond/aa,563,50,50
Diamond (AA),diamond/aa,564,50,50
Diamond (AA),diamond/aa,565,50,50
Diamond (AA),diamond/aa,566,50,50
Diamond (AA),diamond/aa,567,50,50
Diamond (AA),diamond/aa,568,50,50
Diamond (AA),diamond/aa,569,50,50
Diamond (AA),diamond/aa,570,50,50
Diamond (AA),diamond/aa,571,50,50
Diamond (AA),diamond/aa,572,50,50
Diamond (AA),diamond/aa,573,50,50
Diamond (AA),diamond/aa,574,50,50
Diamond (AA),diamond/aa,575,50,50
Diamond (AA),diamond/aa,576,50,50
Diamond (AA),diamond/aa,577,50,50
Diamond (AA),diamond/aa,578,50,50
Diamond (AA),diamond/aa,579,50,50
Diamond (AA),diamond/aa,580,50,50
Diamond (AA),diamond/aa,581,50,50
Diamond (AA),diamond/aa,582,50,50
Diamond (AA),diamond/aa,583,50,50
Diamond (AA),diamond/aa,584,50,50
Diamond (AA),diamond/aa,585,50,50
Diamond (AA),diamond/aa,586,50,50
Diamond (AA),diamond/aa,587,50,50
Diamond (AA),diamond/aa,588,50,50
Diamond (AA),diamond/aa,589,50,50
Diamond (AA),diamond/aa,590,50,50
Diamond (AA),diamond/aa,591,50,50
Diamond (AA),diamond/aa,592,50,50
Diamond (AA),diamond/aa,593,50,50
Diamond (AA),diamond/aa,594,50,50
Diamond (AA),diamond/aa,595,50,50
Diamond (AA),diamond/aa,596,50,50
Diamond (AA),diamond/aa,597,50,50
Diamond (AA),diamond/aa,598,50,50
Diamond (AA),diamond/aa,599,50,50
Diamond (AA),diamond/aa,600,50,50
Diamond (AA),diamond/aa,601,50,50
Diamond (AA),diamond/aa,602,50,50
Diamond (AA),diamond/aa,603,50,50
Diamond (AA),diamond/aa,604,50,50
Diamond (AA),diamond/aa,605,50,50
Diamond (AA),diamond/aa,606,50,50
Diamond (AA),diamond/aa,607,50,50
Diamond (AA),diamond/aa,608,50,50
Diamond (AA),diamond/aa,609,50,50
Diamond (AA),diamond/aa,610,50,50
Diamond (AA),diamond/aa,611,50,50
Diamond (AA),diamond/aa,612,50,50
Diamond (AA),diamond/aa,613,50,50
Diamond (AA),diamond/aa,614,50,50
Diamond (AA),diamond/aa,615,50,50
Diamond (AA),diamond/aa,616,50,50
Diamond (AA),diamond/aa,617,50,50
Diamond (AA),diamond/aa,618,50,50
Diamond (AA),diamond/aa,619,50,50
Diamond (AA),diamond/aa,620,50,50
Diamond (AA),diamond/aa,621,50,50
Diamond (AA),diamond/aa,622,50,50
Diamond (AA),diamond/aa,623,50,50
Diamond (AA),diamond/aa,624,50,50
Diamond (AA),diamond/aa,625,50,50
Diamond (AA),diamond/aa,626,50,50
Diamond (AA),diamond/aa,627,50,50
Diamond (AA),diamond/aa,628,50,50
Diamond (AA),diamond/aa,629,50,50
Diamond (AA),diamond/aa,630,50,50
Diamond (AA),diamond/aa,631,50,50
Diamond (AA),diamond/aa,632,50,50
Diamond (AA),diamond/aa,633,50,50
Diamond (AA),diamond/aa,634,50,50
Diamond (AA),diamond/aa,635,50,50
Diamond (AA),diamond/aa,636,50,50
Diamond (AA),diamond/aa,637,50,50
Diamond (AA),diamond/aa,638,50,50
Diamond (AA),diamond/aa,639,50,50
Diamond (AA),diamond/aa,640,50,50
Diamond (AA),diamond/aa,641,50,50
Diamond (AA),diamond/aa,642,50,50
Diamond (AA),diamond/aa,643,50,50
Diamond (AA),diamond/aa,644,50,50
Diamond (AA),diamond/aa,645,50,50
Diamond (AA),diamond/aa,646,50,50
Diamond (AA),diamond/aa,647,50,50
Diamond (AA),diamond/aa,648,50,50
Diamond (AA),diamond/aa,649,50,50
Diamond (AA),diamond/aa,650,50,50
Diamond (AA),diamond/aa,651,50,50
Diamond (AA),diamond/aa,652,50,50
Diamond (AA),diamond/aa,653,50,50
Diamond (AA),diamond/aa,654,50,50
Diamond (AA),diamond/aa,655,50,50
Diamond (AA),diamond/aa,656,50,50
Diamond (AA),diamond/aa,657,50,50
Diamond (AA),diamond/aa,658,50,50
Diamond (AA),diamond/aa,659,50,50
Diamond (AA),diamond/aa,660,50,50
Diamond (AA),diamond/aa,661,50,50
Diamond (AA),diamond/aa,662,50,50
Diamond (AA),diamond/aa,663,50,50
Diamond (AA),diamond/aa,664,50,50
Diamond (AA),diamond/aa,665,50,50
Diamond (AA),diamond/aa,666,50,50
Diamond (AA),diamond/aa,667,50,50
Diamond (AA),diamond/aa,668,50,50
Diamond (AA),diamond/aa,669,50,50
Diamond (AA),diamond/aa,670,50,50
Diamond (AA),diamond/aa,671,50,50
Diamond (AA),diamond/aa,672,50,50
Diamond (AA),diamond/aa,673,50,50
Diamond (AA),diamond/aa,674,50,50
Diamond (AA),diamond/aa,675,50,50
Diamond (AA),diamond/aa,676,50,50
Diamond (AA),diamond/aa,677,50,50
Diamond (AA),diamond/aa,678,50,50
Diamond (AA),diamond/aa,679,50,50
Diamond (AA),diamond/aa,680,50,50
Diamond (AA),diamond/aa,681,50,50
Diamond (AA),diamond/aa,682,50,50
Diamond (AA),diamond/aa,683,50,50
Diamond (AA),diamond/aa,684,50,50
Diamond (AA),diamond/aa,685,50,50
Diamond (AA),diamond/aa,686,50,50
Diamond (AA),diamond/aa,687,50,50
Diamond (AA),diamond/aa,688,50,50
Diamond (AA),diamond/aa,689,50,50
Diamond (AA),diamond/aa,690,50,50
Diamond (AA),diamond/aa,691,50,50
Diamond (AA),diamond/aa,692,50,50
Diamond (AA),diamond/aa,693,50,50
